Uniform,Logistic,Normal,Gamma,Beta,ChiSquare,RandomIntegers
0.3745401188473625,-0.20439456820881824,-1.2931222504049704,0.2606100834135448,0.4498627122316672,7.789564657599622,31
0.9507143064099162,0.3129824693595265,0.08387250176093364,0.17164315491012147,0.022747465328369413,0.6519365330874687,4
0.7319939418114051,0.28555286500748367,-1.0804073292785017,0.9878530647883637,0.8919729103612553,8.390169405020696,24
0.5986584841970366,-0.6972298475777864,-1.1774165052492886,2.310990119297018,0.8462194789724505,0.6232068637868324,32
0.15601864044243652,-0.7743763242907553,-0.42369071691067595,1.267126396615918,0.03300157938062375,10.64655903699237,6
0.15599452033620265,-2.125702918234358,-0.48915617518421617,0.4285494914329475,0.6084313086287053,1.3693460947148437,15
0.05808361216819946,-0.5459768181917801,-0.5379785288219551,0.8852369197283101,0.008615388796387258,4.420658166752019,48
0.8661761457749352,-2.2028520212210303,0.4664445968402613,0.37216819748105656,0.4012358811866053,1.309314370576418,28
0.6011150117432088,1.1891887684236786,0.07904780215027922,7.069764666152595,0.04713658259942225,7.2592316315844325,14
0.7080725777960455,3.355187521263474,-0.28815603051111766,1.3816618615814356,0.913342548922828,8.235118421667782,19
0.020584494295802447,3.478660420221553,0.18301292831148205,0.9529071026405828,0.14021588270404745,7.914237635064557,21
0.9699098521619943,1.8580637217003828,-0.9915270411046322,0.5503622342703572,0.0033469026937802886,2.4411981805186986,9
0.8324426408004217,0.40876682312641033,0.10527862390967795,0.9627334154647548,0.8474527108011466,5.611503736834217,7
0.21233911067827616,0.851423635655434,0.15060249284463378,0.41796702613092596,0.47915454101203947,10.729414898216282,31
0.18182496720710062,-0.9187836310072157,-1.5030468593574806,0.02928962311526798,0.7528509939745215,3.753179402335697,27
0.18340450985343382,0.5355233433001408,0.995693754370362,0.502673149601658,0.5106235142481776,3.8229648447372218,8
0.3042422429595377,-0.17786926791760352,-0.8814337052269955,2.6661525872180105,0.4437355623653804,6.03063390244761,30
0.5247564316322378,-0.07196167918189052,0.09030979920643496,0.9843048720477485,0.6113489393443201,2.4360307039784836,22
0.43194501864211576,1.1405279625485474,1.1644117405352703,0.08769055638436785,0.09996191422125487,1.7129769278310476,18
0.2912291401980419,-0.9349657635903024,0.9256767577138694,2.16276761646551,0.6064438189847925,0.9172172696148497,31
0.6118528947223795,-0.7627956343934397,0.03433338856883548,0.3131706291550462,0.6689418884534034,6.23706381575417,9
0.13949386065204183,2.507153547321652,-0.36249900288206854,0.2794090459464523,0.16134843484914993,3.0565327336091617,19
0.29214464853521815,-2.820539581226318,0.9475119085755672,0.3525277963699732,0.8210784746728828,5.372310490548189,34
0.3663618432936917,-0.057478625907664324,0.6746949778086199,0.8608613138504602,0.814660714845152,3.6726661936670464,30
0.45606998421703593,2.3483225235349288,-0.61836502004413,0.7867725859487988,0.7206973671137439,8.265606916078244,10
0.7851759613930136,0.44883835855950016,-0.7948936470016904,0.6761204704472749,0.8274220681854426,9.360194193749681,42
0.19967378215835974,0.186164098534133,-2.072355181695998,1.2642072272204268,0.8519271690913846,4.510404112999708,39
0.5142344384136116,-1.0999771318636626,0.1540318416835874,0.3805838274654497,0.2500763124621048,10.787008247556589,9
0.5924145688620425,-0.6487313169951239,-0.08269774501839869,1.5235562305167043,0.636689288476997,2.4177590622807843,8
0.046450412719997725,1.7507582648479392,1.1361913746425423,0.1927618818695488,0.5380857510377389,2.2431816254438077,41
0.6075448519014384,0.2379894916558893,0.3590550934803667,1.526111934796684,0.7175709699954145,4.741067755229528,9
0.17052412368729153,0.058985871703101336,1.3342291941726905,1.0900791157177763,0.5681018276307338,5.644968269384954,49
0.06505159298527952,-2.201903174748169,-0.6973642279161708,1.1495108490184023,0.698101953087583,9.237752765132615,36
0.9488855372533332,-4.117250328270129,1.1381503309676184,0.6569182404677522,0.9372461376262565,4.071675910977063,36
0.9656320330745594,3.2785389903223194,-0.5289163791046552,1.0996173916575247,0.15770550246311912,5.102123794080689,6
0.8083973481164611,-0.5023602267048486,0.7775960617922721,0.08316103170219137,0.8594966130252023,20.545857179651115,19
0.3046137691733707,0.41887101486218414,-1.4587583925306935,1.907514602552227,0.05137264965563382,2.048431895401801,19
0.09767211400638387,-2.44622463318155,0.23513529936618852,0.05714960227745455,0.6322798414847978,3.4708952766308268,7
0.6842330265121569,0.7681209885086634,-1.98468794144591,0.16103944784891275,0.00044622669717706866,5.817224832089085,16
0.4401524937396013,2.626801854360259,-0.2671374859417547,0.859886080437977,0.7851171862166871,12.534097721532156,37
0.12203823484477883,0.30500369237731806,0.4403539938779136,1.3448125732648322,0.845768875110579,3.0580869229893914,24
0.4951769101112702,-1.935751673844772,-0.5209685512310958,0.07931550019477619,0.11700321070237635,1.2247814829403196,12
0.034388521115218396,0.3298444451670694,-1.0504376287559674,2.5353348126864104,0.9999302893387824,10.789871641072455,44
0.9093204020787821,1.1877991511303683,0.8461184692959337,3.634681038108119,0.7728827347937988,2.8283193810524456,12
0.2587799816000169,-0.37879924752999045,-0.10346278984692345,0.9312779132327235,0.14926195318460117,2.231749949011989,47
0.662522284353982,1.990894583128346,-0.4895706470306716,0.6563205913757738,0.2749734131111772,3.152218726650387,1
0.31171107608941095,0.613254999159312,0.04189592115427648,1.3524533707597075,0.2853707346171142,2.3955857854955327,36
0.5200680211778108,2.1889069423189507,2.6366691419455885,0.39802885419752104,0.44878318082707674,5.652887070062134,41
0.5467102793432796,0.5044533432819979,1.1535028497815438,0.6797659777362212,0.3124415339798192,7.192755876209634,41
0.18485445552552704,-1.8896185169987505,1.1625736681878402,2.4787380366364546,0.5434256642011206,4.26374810921082,10
0.9695846277645586,-0.8015609709579201,0.435546318992364,3.115764905590467,0.3394045783848679,3.6783065677341957,19
0.7751328233611146,-1.3751134473497324,0.16648527257714707,2.618243081549165,0.9915498979805029,8.06475220520093,8
0.9394989415641891,2.2993898946377307,-2.3960822883304163,0.3044187755712214,0.9386292920561632,2.4637052185928994,44
0.8948273504276488,1.1548741136951688,-0.6789803464631321,0.26457646185457234,0.39841438265857754,2.4169718165772536,44
0.5978999788110851,0.7372689799705885,-0.4805744132024745,0.3533440773381859,0.7536760115633021,4.34070927139967,28
0.9218742350231168,-0.8427005611421471,-1.874892064047533,0.5821625124382311,0.08547376720882535,1.4850761276030544,33
0.0884925020519195,-1.4891804313804398,-1.1574157902154336,0.37712172301013164,0.7636166098770779,1.292432788593379,4
0.1959828624191452,1.133320082439544,-1.980836470922634,0.4687448949667178,0.39634478387176597,2.9730021635667856,30
0.045227288910538066,-0.1034604049647094,-0.038323835697372494,0.9692616224310772,0.835039655055127,3.468091762888483,25
0.32533033076326434,-1.2322403528029722,0.8187659708488161,1.437695775432088,0.49962228008182463,8.391133032854277,36
0.388677289689482,0.47523465434454554,1.1067745186243287,1.3301340831528772,0.9213629740967665,3.853918939093289,43
0.2713490317738959,-3.1693943415514796,0.41478446207924113,1.684288444489555,0.7360512672802714,3.0185141705035816,19
0.8287375091519293,-0.7255579794709409,-0.963396341198569,0.03271370904230041,0.548602693861367,1.7426132283000029,7
0.3567533266935893,-0.12593821093646107,-1.9320651585199595,0.048910650590323186,0.24550449481424053,7.604117624026346,5
0.28093450968738076,-1.7507047214206781,-1.756868699401502,1.557713774144104,0.7232125810900001,2.7806502149604264,17
0.5426960831582485,4.1614670637095905,-1.2689825772544985,0.7615948199799865,0.9828301459554758,2.263468130076935,7
0.14092422497476265,-1.330374866919678,-0.8888596980356747,0.8630833706668407,0.48150828663871725,3.89657221596589,24
0.8021969807540397,-1.8978400799510755,-0.15974849799158664,0.05402001927726096,0.6182271812597009,7.957162753858676,1
0.07455064367977082,-1.364345983826328,-1.0141642181269683,0.29479235896213685,0.28084821695477413,5.455906636942823,27
0.9868869366005173,1.2030174335188117,0.3389758936682615,1.0170902892153955,0.6120004393947112,5.8610309582420905,41
0.7722447692966574,-0.30021199825116396,-0.23227350279947281,1.9602862221561759,0.04007918829053812,2.6669550387905367,24
0.1987156815341724,0.2631722465399557,0.0105457117410256,2.488714657230658,0.15152380091820988,6.546273049048704,19
0.005522117123602399,-3.8415638994267103,1.1402505526712048,0.6939865243806014,0.17987573406038918,6.941649569253862,5
0.8154614284548342,-3.3337509618955194,-1.18023173420037,0.7885006733262977,0.10769273599370464,5.85098279719577,36
0.7068573438476171,-0.21755179757046958,0.41870457829236835,1.7900587027655703,0.7920936160994376,7.363930089382397,15
0.7290071680409873,1.4938487294298943,-0.013973228476073308,0.7713781653475552,0.9821986159831344,13.138492234504188,34
0.7712703466859457,2.043004766204227,-0.33348628096969524,0.7274457604284431,0.9040312220694431,9.330338312382183,35
0.07404465173409036,-2.3545275908788694,0.8852563208659603,2.3547633868881985,0.5572148251995598,2.137596727275009,0
0.3584657285442726,0.15375459669115701,0.8790141545570074,1.5603274236496958,0.9058102211395087,2.3811689561753666,13
0.11586905952512971,2.3537228667558425,-0.9464907959884281,2.397693083214302,0.5260150236230065,7.453496565224225,13
0.8631034258755935,-0.4558416839454029,-0.1821605838579241,0.24621651518234028,0.5320580577546606,5.225939150866727,23
0.6232981268275579,1.5825533551839042,0.28121168258406537,0.7431265735579989,0.548518976033007,11.30918505164431,18
0.3308980248526492,-1.8686703042026227,-0.2730067480225845,1.8481528750602423,0.6306830972590033,8.748806378320676,37
0.06355835028602363,2.6726686479803115,0.5850213322877983,0.11782434240999322,0.16088105179345588,2.953907422951941,43
0.3109823217156622,1.1062177854752901,0.2811920179102754,1.5830986285170972,0.3260155574601572,1.5749828258086676,17
0.32518332202674705,2.775444788086889,1.8325612403560125,0.20208360621322774,0.7583469600494622,7.297985710977102,8
0.7296061783380641,0.7382690697723284,-1.5302791359297876,1.650878613862555,0.35727106773533057,2.680378369016472,12
0.6375574713552131,-0.5606203623318473,-0.12243598974739747,0.9467523557454638,0.22429966751770025,3.418343605504593,50
0.8872127425763265,2.7197351082662955,-0.9085025115121911,0.21472408406678553,0.3860380201751981,2.695147109147852,44
0.4722149251619493,-0.9665596072235789,0.6041074554390441,0.6412270234242309,0.8068366929691634,4.230989844129443,50
0.1195942459383017,-0.6983753949084568,-1.6171718900455445,1.1454057219834923,0.8776658509699138,6.5875638166578545,18
0.713244787222995,0.8511504408668528,0.3463127102248866,1.0047201161707673,0.4846434225904275,3.657076850000329,9
0.7607850486168974,1.182050559700582,-0.6300484313483411,0.5573010623863182,0.5723991974927318,4.642543074033729,37
0.5612771975694962,2.5775621681602616,-0.7341618661210141,2.2962703621499863,0.46639592511830263,3.8873783954810412,2
0.770967179954561,-1.3565449697745875,-1.4464982035406873,0.7324357981533971,0.2590144001356488,7.373311023179666,47
0.49379559636439074,1.373828711324073,-0.46507594620100606,0.704951171407697,0.23035039415154793,8.500015643387231,40
0.5227328293819941,1.0384253051755066,1.0845005302909256,0.06427251912346195,0.6824373054387585,7.822893665835904,16
0.42754101835854963,-2.686167082043353,-0.02518868352947947,2.55259110359643,0.44374667383935745,10.93478068924237,22
0.02541912674409519,-0.45899973550308926,0.6276804178744745,0.19494072707113363,0.1309684889372941,1.4500898234776012,26
0.10789142699330445,-0.930785123798221,1.664641821966275,0.7515068428874542,0.9106815213228932,8.669023494641237,8
0.03142918568673425,-0.8260051397292713,0.2637555848225758,1.6274369343463457,0.5839864299847533,3.1057842098748845,4
0.6364104112637804,4.054221875273331,-0.5587995720623407,0.242649150845949,0.6047033885751713,3.483563643562073,18
0.3143559810763267,0.5874394163935467,0.4672522151827898,0.7494493986254377,0.15655931062690887,0.9401175637647564,28
0.5085706911647028,0.9329636449112746,-0.5442961463142919,0.27533844836982424,0.07340881464735227,6.015372988816101,14
0.907566473926093,3.7321132046268772,-0.5044226832971694,1.4258463199766058,0.25416160466016846,1.590803573771541,41
0.24929222914887494,-0.5014423017036742,-1.5198927996189848,0.8308958370641166,0.07964501832356266,5.906263478872569,35
