Column1,Column2,Column3,Column4
1.764052345967664,0.2374925923213301,3.979268585673749,0
0.4001572083672233,-0.5327551665909893,1.3612203051574372,1
0.9787379841057392,-0.47117984284316483,2.139845433090798,0
2.240893199201458,-0.34008452918343435,1.8487005190338603,1
1.8675579901499675,-1.4632056640619717,1.9208060720407891,1
-0.977277879876411,1.1385982557075405,1.6368669333816221,1
0.9500884175255894,-0.005024829727646237,0.14618438395011246,1
-0.1513572082976979,0.971587697198796,2.328219688813246,1
-0.10321885179355784,0.30234122367765354,2.3711524724776134,0
0.41059850193837233,-0.8062357062589076,2.1366861404850988,1
0.144043571160878,-0.31691194791838273,3.403457818294515,1
1.454273506962975,-1.5868652027364323,2.9963545944626016,0
0.7610377251469934,0.7886870840885565,-0.6982659093178039,0
0.12167501649282841,0.13722477425636037,0.533697637416553,1
0.44386323274542566,-0.785180525226904,3.510310828117174,1
0.33367432737426683,-1.5065702106193233,1.3381042727631867,1
1.4940790731576061,-0.57640983655126,2.3946086599823517,0
-0.20515826376580087,-1.1072884220280927,1.5592594879399002,1
0.31306770165090136,0.13528253147816297,3.8597819038687824,1
-0.8540957393017248,-1.0527776160990105,2.229562117988535,1
-2.5529898158340787,2.0522934249871683,2.1379103785777844,0
0.6536185954403606,0.9853089194260048,-0.24190449830500116,0
0.8644361988595057,-0.372840117934563,-0.4636255784881005,1
-0.7421650204064419,-1.4862358026726534,1.411276863434419,1
2.2697546239876076,-0.11166137694137662,3.4070890911667524,0
-1.4543656745987648,-1.9596153552331537,0.8367206381094143,0
0.04575851730144607,1.0607012484057818,4.1459313324908456,1
-0.1871838500258336,0.7912979476386406,1.1040359936842945,1
1.5327792143584575,1.4486447445968298,2.6230647747377303,1
1.469358769900285,-0.5566545088651483,1.2549518053697928,0
0.1549474256969163,0.8055643494074832,2.6827510877765706,0
0.37816251960217356,1.3840409494351598,4.09541742409967,1
-0.8877857476301128,-0.43566469624199244,3.4404991578295476,0
-1.980796468223927,-0.7338418322801276,4.504231829360624,1
-0.3479121493261526,1.348113189139511,0.9124201751905923,1
0.15634896910398005,0.1454764264048769,0.2964729272018549,0
1.2302906807277207,0.42529788490901954,0.1503367599266665,0
1.2023798487844113,-0.08803982199196594,1.659322136738107,0
-0.3873268174079523,-1.2484734738880061,0.07176118479235205,0
-0.30230275057533557,1.1045972217896987,0.6022911090660845,0
-1.0485529650670926,-2.0293859229349502,0.858984572781015,0
-1.4200179371789752,0.9979759184888105,6.8307526835616885,0
-1.7062701906250126,-0.27923846848159584,2.331414324174018,0
1.9507753952317897,-0.1876324515323992,1.905631606511806,1
-0.5096521817516535,-0.5325407945608758,1.055169480836251,0
-0.4380743016111864,0.5268504427164219,0.39018595873873085,0
-1.2527953600499262,0.4087450189034443,2.0015837224580535,1
